London_UK_2013, 2013-09-09, 0, 51
London_UK_2013, 2013-09-09, 1, 48
London_UK_2013, 2013-09-09, 2, 48
London_UK_2013, 2013-09-09, 3, 49
London_UK_2013, 2013-09-09, 4, 49
London_UK_2013, 2013-09-09, 5, 50
London_UK_2013, 2013-09-09, 6, 50
London_UK_2013, 2013-09-09, 7, 51
London_UK_2013, 2013-09-09, 8, 53
London_UK_2013, 2013-09-09, 9, 55
London_UK_2013, 2013-09-09, 10, 55
London_UK_2013, 2013-09-09, 11, 55
London_UK_2013, 2013-09-09, 12, 57
London_UK_2013, 2013-09-09, 13, 55
London_UK_2013, 2013-09-09, 14, 55
London_UK_2013, 2013-09-09, 15, 55
London_UK_2013, 2013-09-09, 16, 55
London_UK_2013, 2013-09-09, 17, 55
London_UK_2013, 2013-09-09, 18, 55
London_UK_2013, 2013-09-09, 19, 55
London_UK_2013, 2013-09-09, 20, 54
London_UK_2013, 2013-09-09, 21, 54
London_UK_2013, 2013-09-09, 22, 55
London_UK_2013, 2013-09-09, 23, 53
London_UK_2013, 2013-09-08, 0, 52
London_UK_2013, 2013-09-08, 1, 49
London_UK_2013, 2013-09-08, 2, 48
London_UK_2013, 2013-09-08, 3, 48
London_UK_2013, 2013-09-08, 4, 47
London_UK_2013, 2013-09-08, 5, 46
London_UK_2013, 2013-09-08, 6, 48
London_UK_2013, 2013-09-08, 7, 51
London_UK_2013, 2013-09-08, 8, 55
London_UK_2013, 2013-09-08, 9, 60
London_UK_2013, 2013-09-08, 10, 61
London_UK_2013, 2013-09-08, 11, 64
London_UK_2013, 2013-09-08, 12, 57
London_UK_2013, 2013-09-08, 13, 55
London_UK_2013, 2013-09-08, 14, 57
London_UK_2013, 2013-09-08, 15, 57
London_UK_2013, 2013-09-08, 16, 57
London_UK_2013, 2013-09-08, 17, 56
London_UK_2013, 2013-09-08, 18, 55
London_UK_2013, 2013-09-08, 19, 55
London_UK_2013, 2013-09-08, 20, 54
London_UK_2013, 2013-09-08, 21, 54
London_UK_2013, 2013-09-08, 22, 53
London_UK_2013, 2013-09-08, 23, 52
London_UK_2013, 2013-09-01, 0, 55
London_UK_2013, 2013-09-01, 1, 54
London_UK_2013, 2013-09-01, 2, 54
London_UK_2013, 2013-09-01, 3, 52
London_UK_2013, 2013-09-01, 4, 51
London_UK_2013, 2013-09-01, 5, 51
London_UK_2013, 2013-09-01, 6, 50
London_UK_2013, 2013-09-01, 7, 52
London_UK_2013, 2013-09-01, 8, 55
London_UK_2013, 2013-09-01, 9, 58
London_UK_2013, 2013-09-01, 10, 60
London_UK_2013, 2013-09-01, 11, 62
London_UK_2013, 2013-09-01, 12, 65
London_UK_2013, 2013-09-01, 13, 68
London_UK_2013, 2013-09-01, 14, 70
London_UK_2013, 2013-09-01, 15, 70
London_UK_2013, 2013-09-01, 16, 72
London_UK_2013, 2013-09-01, 17, 70
London_UK_2013, 2013-09-01, 18, 69
London_UK_2013, 2013-09-01, 19, 66
London_UK_2013, 2013-09-01, 20, 64
London_UK_2013, 2013-09-01, 21, 62
London_UK_2013, 2013-09-01, 22, 61
London_UK_2013, 2013-09-01, 23, 59
London_UK_2013, 2013-04-10, 0, 44
London_UK_2013, 2013-04-10, 1, 42
London_UK_2013, 2013-04-10, 2, 40
London_UK_2013, 2013-04-10, 3, 37
London_UK_2013, 2013-04-10, 4, 37
London_UK_2013, 2013-04-10, 5, 37
London_UK_2013, 2013-04-10, 6, 37
London_UK_2013, 2013-04-10, 7, 37
London_UK_2013, 2013-04-10, 8, 37
London_UK_2013, 2013-04-10, 9, 40
London_UK_2013, 2013-04-10, 10, 44
London_UK_2013, 2013-04-10, 11, 46
London_UK_2013, 2013-04-10, 12, 50
London_UK_2013, 2013-04-10, 13, 50
London_UK_2013, 2013-04-10, 14, 50
London_UK_2013, 2013-04-10, 15, 50
London_UK_2013, 2013-04-10, 16, 50
London_UK_2013, 2013-04-10, 17, 50
London_UK_2013, 2013-04-10, 18, 48
London_UK_2013, 2013-04-10, 19, 46
London_UK_2013, 2013-04-10, 20, 45
London_UK_2013, 2013-04-10, 21, 45
London_UK_2013, 2013-04-10, 22, 45
London_UK_2013, 2013-04-10, 23, 45
London_UK_2013, 2013-04-13, 0, 46
London_UK_2013, 2013-04-13, 1, 46
London_UK_2013, 2013-04-13, 2, 45
London_UK_2013, 2013-04-13, 3, 45
London_UK_2013, 2013-04-13, 4, 42
London_UK_2013, 2013-04-13, 5, 40
London_UK_2013, 2013-04-13, 6, 41
London_UK_2013, 2013-04-13, 7, 43
London_UK_2013, 2013-04-13, 8, 46
London_UK_2013, 2013-04-13, 9, 49
London_UK_2013, 2013-04-13, 10, 50
London_UK_2013, 2013-04-13, 11, 52
London_UK_2013, 2013-04-13, 12, 52
London_UK_2013, 2013-04-13, 13, 52
London_UK_2013, 2013-04-13, 14, 50
London_UK_2013, 2013-04-13, 15, 50
London_UK_2013, 2013-04-13, 16, 51
London_UK_2013, 2013-04-13, 17, 52
London_UK_2013, 2013-04-13, 18, 52
London_UK_2013, 2013-04-13, 19, 52
London_UK_2013, 2013-04-13, 20, 52
London_UK_2013, 2013-04-13, 21, 52
London_UK_2013, 2013-04-13, 22, 52
London_UK_2013, 2013-04-13, 23, 52
London_UK_2013, 2013-04-12, 0, 46
London_UK_2013, 2013-04-12, 1, 46
London_UK_2013, 2013-04-12, 2, 46
London_UK_2013, 2013-04-12, 3, 44
London_UK_2013, 2013-04-12, 4, 45
London_UK_2013, 2013-04-12, 5, 46
London_UK_2013, 2013-04-12, 6, 45
London_UK_2013, 2013-04-12, 7, 46
London_UK_2013, 2013-04-12, 8, 48
London_UK_2013, 2013-04-12, 9, 48
London_UK_2013, 2013-04-12, 10, 50
London_UK_2013, 2013-04-12, 11, 50
London_UK_2013, 2013-04-12, 12, 50
London_UK_2013, 2013-04-12, 13, 52
London_UK_2013, 2013-04-12, 14, 53
London_UK_2013, 2013-04-12, 15, 52
London_UK_2013, 2013-04-12, 16, 52
London_UK_2013, 2013-04-12, 17, 53
London_UK_2013, 2013-04-12, 18, 49
London_UK_2013, 2013-04-12, 19, 48
London_UK_2013, 2013-04-12, 20, 50
London_UK_2013, 2013-04-12, 21, 48
London_UK_2013, 2013-04-12, 22, 46
London_UK_2013, 2013-04-12, 23, 46
London_UK_2013, 2013-09-05, 0, 63
London_UK_2013, 2013-09-05, 1, 64
London_UK_2013, 2013-09-05, 2, 62
London_UK_2013, 2013-09-05, 3, 61
London_UK_2013, 2013-09-05, 4, 61
London_UK_2013, 2013-09-05, 5, 59
London_UK_2013, 2013-09-05, 6, 61
London_UK_2013, 2013-09-05, 7, 61
London_UK_2013, 2013-09-05, 8, 65
London_UK_2013, 2013-09-05, 9, 69
London_UK_2013, 2013-09-05, 10, 73
London_UK_2013, 2013-09-05, 11, 77
London_UK_2013, 2013-09-05, 12, 82
London_UK_2013, 2013-09-05, 13, 82
London_UK_2013, 2013-09-05, 14, 83
London_UK_2013, 2013-09-05, 15, 84
London_UK_2013, 2013-09-05, 16, 84
London_UK_2013, 2013-09-05, 17, 83
London_UK_2013, 2013-09-05, 18, 82
London_UK_2013, 2013-09-05, 19, 78
London_UK_2013, 2013-09-05, 20, 74
London_UK_2013, 2013-09-05, 21, 71
London_UK_2013, 2013-09-05, 22, 68
London_UK_2013, 2013-09-05, 23, 65
London_UK_2013, 2013-04-14, 0, 52
London_UK_2013, 2013-04-14, 1, 54
London_UK_2013, 2013-04-14, 2, 54
London_UK_2013, 2013-04-14, 3, 54
London_UK_2013, 2013-04-14, 4, 53
London_UK_2013, 2013-04-14, 5, 53
London_UK_2013, 2013-04-14, 6, 54
London_UK_2013, 2013-04-14, 7, 54
London_UK_2013, 2013-04-14, 8, 56
London_UK_2013, 2013-04-14, 9, 59
London_UK_2013, 2013-04-14, 10, 62
London_UK_2013, 2013-04-14, 11, 63
London_UK_2013, 2013-04-14, 12, 64
London_UK_2013, 2013-04-14, 13, 66
London_UK_2013, 2013-04-14, 14, 66
London_UK_2013, 2013-04-14, 15, 64
London_UK_2013, 2013-04-14, 16, 63
London_UK_2013, 2013-04-14, 17, 63
London_UK_2013, 2013-04-14, 18, 61
London_UK_2013, 2013-04-14, 19, 59
London_UK_2013, 2013-04-14, 20, 58
London_UK_2013, 2013-04-14, 21, 57
London_UK_2013, 2013-04-14, 22, 55
London_UK_2013, 2013-04-14, 23, 55
London_UK_2013, 2013-04-17, 0, 49
London_UK_2013, 2013-04-17, 1, 48
London_UK_2013, 2013-04-17, 2, 50
London_UK_2013, 2013-04-17, 3, 50
London_UK_2013, 2013-04-17, 4, 50
London_UK_2013, 2013-04-17, 5, 50
London_UK_2013, 2013-04-17, 6, 51
London_UK_2013, 2013-04-17, 7, 53
London_UK_2013, 2013-04-17, 8, 53
London_UK_2013, 2013-04-17, 9, 54
London_UK_2013, 2013-04-17, 10, 55
London_UK_2013, 2013-04-17, 11, 57
London_UK_2013, 2013-04-17, 12, 58
London_UK_2013, 2013-04-17, 13, 60
London_UK_2013, 2013-04-17, 14, 63
London_UK_2013, 2013-04-17, 15, 63
London_UK_2013, 2013-04-17, 16, 64
London_UK_2013, 2013-04-17, 17, 64
London_UK_2013, 2013-04-17, 18, 64
London_UK_2013, 2013-04-17, 19, 63
London_UK_2013, 2013-04-17, 20, 60
London_UK_2013, 2013-04-17, 21, 57
London_UK_2013, 2013-04-17, 22, 55
London_UK_2013, 2013-04-17, 23, 54
London_UK_2013, 2013-04-16, 0, 49
London_UK_2013, 2013-04-16, 1, 50
London_UK_2013, 2013-04-16, 2, 49
London_UK_2013, 2013-04-16, 3, 50
London_UK_2013, 2013-04-16, 4, 51
London_UK_2013, 2013-04-16, 5, 51
London_UK_2013, 2013-04-16, 6, 50
London_UK_2013, 2013-04-16, 7, 52
London_UK_2013, 2013-04-16, 8, 54
London_UK_2013, 2013-04-16, 9, 55
London_UK_2013, 2013-04-16, 10, 56
London_UK_2013, 2013-04-16, 11, 58
London_UK_2013, 2013-04-16, 12, 59
London_UK_2013, 2013-04-16, 13, 59
London_UK_2013, 2013-04-16, 14, 61
London_UK_2013, 2013-04-16, 15, 62
London_UK_2013, 2013-04-16, 16, 62
London_UK_2013, 2013-04-16, 17, 61
London_UK_2013, 2013-04-16, 18, 59
London_UK_2013, 2013-04-16, 19, 56
London_UK_2013, 2013-04-16, 20, 55
London_UK_2013, 2013-04-16, 21, 52
London_UK_2013, 2013-04-16, 22, 50
London_UK_2013, 2013-04-16, 23, 50
London_UK_2013, 2013-12-29, 0, 35
London_UK_2013, 2013-12-29, 1, 34
London_UK_2013, 2013-12-29, 2, 35
London_UK_2013, 2013-12-29, 3, 34
London_UK_2013, 2013-12-29, 4, 32
London_UK_2013, 2013-12-29, 5, 33
London_UK_2013, 2013-12-29, 6, 32
London_UK_2013, 2013-12-29, 7, 33
London_UK_2013, 2013-12-29, 8, 34
London_UK_2013, 2013-12-29, 9, 36
London_UK_2013, 2013-12-29, 10, 40
London_UK_2013, 2013-12-29, 11, 42
London_UK_2013, 2013-12-29, 12, 45
London_UK_2013, 2013-12-29, 13, 46
London_UK_2013, 2013-12-29, 14, 46
London_UK_2013, 2013-12-29, 15, 45
London_UK_2013, 2013-12-29, 16, 43
London_UK_2013, 2013-12-29, 17, 41
London_UK_2013, 2013-12-29, 18, 41
London_UK_2013, 2013-12-29, 19, 41
London_UK_2013, 2013-12-29, 20, 43
London_UK_2013, 2013-12-29, 21, 43
London_UK_2013, 2013-12-29, 22, 45
London_UK_2013, 2013-12-29, 23, 46
London_UK_2013, 2013-12-28, 0, 45
London_UK_2013, 2013-12-28, 1, 43
London_UK_2013, 2013-12-28, 2, 42
London_UK_2013, 2013-12-28, 3, 41
London_UK_2013, 2013-12-28, 4, 41
London_UK_2013, 2013-12-28, 5, 40
London_UK_2013, 2013-12-28, 6, 39
London_UK_2013, 2013-12-28, 7, 39
London_UK_2013, 2013-12-28, 8, 39
London_UK_2013, 2013-12-28, 9, 41
London_UK_2013, 2013-12-28, 10, 43
London_UK_2013, 2013-12-28, 11, 46
London_UK_2013, 2013-12-28, 12, 48
London_UK_2013, 2013-12-28, 13, 47
London_UK_2013, 2013-12-28, 14, 47
London_UK_2013, 2013-12-28, 15, 46
London_UK_2013, 2013-12-28, 16, 44
London_UK_2013, 2013-12-28, 17, 43
London_UK_2013, 2013-12-28, 18, 42
London_UK_2013, 2013-12-28, 19, 41
London_UK_2013, 2013-12-28, 20, 39
London_UK_2013, 2013-12-28, 21, 39
London_UK_2013, 2013-12-28, 22, 38
London_UK_2013, 2013-12-28, 23, 35
London_UK_2013, 2013-12-23, 0, 41
London_UK_2013, 2013-12-23, 1, 42
London_UK_2013, 2013-12-23, 2, 42
London_UK_2013, 2013-12-23, 3, 41
London_UK_2013, 2013-12-23, 4, 43
